product;assembly;part_number;process_sequence;process;machine;processing_hours;working_hours_per_day;assigned_staff;maintenance_between_operations;maintenance_time_hours
Задняя крышка;Assembly_15;Part_01129;1;Cutting;Ленточнопильный станок 2;1,4;16;2;yes;0,26
Задняя крышка;Assembly_15;Part_01129;2;Turning;Токарный станок 1;4,52;20;2;yes;0,49
Задняя крышка;Assembly_15;Part_01129;3;Heat treatment;Печь термообработки 1;5,79;20;1;no;0,2
Задняя крышка;Assembly_15;Part_01129;4;Grinding;Шлифовальный станок 1;2,88;16;3;no;0,78
Задняя крышка;Assembly_15;Part_01129;5;Polishing;Полировальный станок 1;1,2;24;2;yes;1,29
Задняя крышка;Assembly_17;Part_00385;1;Cutting;Ленточнопильный станок 2;0,86;16;2;yes;0,26
Задняя крышка;Assembly_17;Part_00385;2;Turning;Токарный станок 1;3,42;20;2;yes;0,49
Задняя крышка;Assembly_17;Part_00385;3;Heat treatment;Печь термообработки 1;3,19;20;1;no;0,2
Задняя крышка;Assembly_17;Part_00385;4;Grinding;Шлифовальный станок 1;1,62;16;3;no;0,78
Задняя крышка;Assembly_17;Part_00385;5;Polishing;Полировальный станок 1;1,18;24;2;yes;1,29
Задняя крышка;Assembly_18;Part_01229;1;Cutting;Ленточнопильный станок 1;0,91;16;2;no;0,53
Задняя крышка;Assembly_18;Part_01229;2;Turning;Токарный станок 2;2,61;16;3;no;1,26
Задняя крышка;Assembly_18;Part_01229;3;Heat treatment;Печь термообработки 1;5,97;20;1;no;0,2
Задняя крышка;Assembly_18;Part_01229;4;Grinding;Шлифовальный станок 1;1,74;16;3;no;0,78
Задняя крышка;Assembly_18;Part_01229;5;Polishing;Полировальный станок 1;1,22;24;2;yes;1,29
Задняя крышка;Assembly_20;Part_00819;1;Cutting;Ленточнопильный станок 1;0,92;16;2;no;0,53
Задняя крышка;Assembly_20;Part_00819;2;Milling;Фрезерный станок 1;5,27;16;1;no;1,44
Задняя крышка;Assembly_20;Part_00819;3;Heat treatment;Печь термообработки 1;6,6;20;1;no;0,2
Задняя крышка;Assembly_20;Part_00819;4;Grinding;Шлифовальный станок 1;2,64;16;3;no;0,78
Задняя крышка;Assembly_21;Part_00615;1;Forging;Кузнечный пресс 1;2,36;;;;
Задняя крышка;Assembly_21;Part_00615;2;Turning;Токарный станок 2;2,84;16;3;no;1,26
Задняя крышка;Assembly_21;Part_00615;3;Grinding;Шлифовальный станок 1;1,81;16;3;no;0,78
Задняя крышка;Assembly_21;Part_00853;1;Cutting;Ленточнопильный станок 2;1,42;16;2;yes;0,26
Задняя крышка;Assembly_21;Part_00853;2;Milling;Фрезерный станок 2;3,14;24;2;yes;0,67
Задняя крышка;Assembly_21;Part_00853;3;Heat treatment;Печь термообработки 1;5,1;20;1;no;0,2
Задняя крышка;Assembly_21;Part_00853;4;Grinding;Шлифовальный станок 1;2,51;16;3;no;0,78
Задняя крышка;Assembly_22;Part_01150;1;Cutting;Ленточнопильный станок 1;1,44;16;2;no;0,53
Задняя крышка;Assembly_22;Part_01150;2;Milling;Фрезерный станок 2;5,03;24;2;yes;0,67
Задняя крышка;Assembly_22;Part_01150;3;Heat treatment;Печь термообработки 1;7,59;20;1;no;0,2
Задняя крышка;Assembly_22;Part_01150;4;Grinding;Шлифовальный станок 1;2,01;16;3;no;0,78
Задняя крышка;Assembly_23;Part_01139;1;Cutting;Ленточнопильный станок 1;0,67;16;2;no;0,53
Задняя крышка;Assembly_23;Part_01139;2;Turning;Токарный станок 2;2,13;16;3;no;1,26
Задняя крышка;Assembly_23;Part_01139;3;Heat treatment;Печь термообработки 1;3,86;20;1;no;0,2
Задняя крышка;Assembly_23;Part_01139;4;Grinding;Шлифовальный станок 1;2,06;16;3;no;0,78
Задняя крышка;Assembly_23;Part_01139;5;Polishing;Полировальный станок 1;1,4;24;2;yes;1,29
Задняя крышка;Assembly_25;Part_00431;1;Cutting;Ленточнопильный станок 2;1,46;16;2;yes;0,26
Задняя крышка;Assembly_25;Part_00431;2;Milling;Фрезерный станок 1;4,68;16;1;no;1,44
Задняя крышка;Assembly_25;Part_00431;3;Drilling;Сверлильный станок 1;0,91;16;3;yes;1,1
Задняя крышка;Assembly_25;Part_00431;4;Grinding;Шлифовальный станок 1;1,64;16;3;no;0,78
Задняя крышка;Assembly_28;Part_00415;1;Casting;Литейная установка 1;4,5;;;;
Задняя крышка;Assembly_28;Part_00415;2;Milling;Фрезерный станок 1;6;16;1;no;1,44
Задняя крышка;Assembly_28;Part_00415;3;Drilling;Сверлильный станок 1;0,72;16;3;yes;1,1
Задняя крышка;Assembly_29;Part_00227;1;Casting;Литейная установка 1;4;;;;
Задняя крышка;Assembly_29;Part_00227;2;Milling;Фрезерный станок 1;3,72;16;1;no;1,44
Задняя крышка;Assembly_29;Part_00227;3;Drilling;Сверлильный станок 1;1,9;16;3;yes;1,1
Задняя крышка;Assembly_3;Part_01047;1;Forging;Кузнечный пресс 1;3,09;;;;
Задняя крышка;Assembly_3;Part_01047;2;Turning;Токарный станок 2;4,96;16;3;no;1,26
Задняя крышка;Assembly_3;Part_01047;3;Grinding;Шлифовальный станок 1;1,61;16;3;no;0,78
Задняя крышка;Assembly_32;Part_01219;1;Forging;Кузнечный пресс 1;3,5;;;;
Задняя крышка;Assembly_32;Part_01219;2;Turning;Токарный станок 1;3,51;20;2;yes;0,49
Задняя крышка;Assembly_32;Part_01219;3;Grinding;Шлифовальный станок 1;1,61;16;3;no;0,78
Задняя крышка;Assembly_35;Part_00516;1;Forging;Кузнечный пресс 1;3,52;;;;
Задняя крышка;Assembly_35;Part_00516;2;Turning;Токарный станок 2;3,29;16;3;no;1,26
Задняя крышка;Assembly_35;Part_00516;3;Grinding;Шлифовальный станок 1;1,19;16;3;no;0,78
Задняя крышка;Assembly_37;Part_00566;1;Cutting;Ленточнопильный станок 2;1,04;16;2;yes;0,26
Задняя крышка;Assembly_37;Part_00566;2;Milling;Фрезерный станок 2;3,76;24;2;yes;0,67
Задняя крышка;Assembly_37;Part_00566;3;Heat treatment;Печь термообработки 1;6,93;20;1;no;0,2
Задняя крышка;Assembly_37;Part_00566;4;Grinding;Шлифовальный станок 1;2,18;16;3;no;0,78
Задняя крышка;Assembly_38;Part_00407;1;Casting;Литейная установка 1;4,4;;;;
Задняя крышка;Assembly_38;Part_00407;2;Milling;Фрезерный станок 1;5,48;16;1;no;1,44
Задняя крышка;Assembly_38;Part_00407;3;Drilling;Сверлильный станок 1;1,4;16;3;yes;1,1
Задняя крышка;Assembly_38;Part_00479;1;Cutting;Ленточнопильный станок 2;1,42;16;2;yes;0,26
Задняя крышка;Assembly_38;Part_00479;2;Milling;Фрезерный станок 2;5,1;24;2;yes;0,67
Задняя крышка;Assembly_38;Part_00479;3;Drilling;Сверлильный станок 1;1,71;16;3;yes;1,1
Задняя крышка;Assembly_38;Part_00479;4;Grinding;Шлифовальный станок 1;2,8;16;3;no;0,78
Задняя крышка;Assembly_39;Part_00450;1;Cutting;Ленточнопильный станок 2;0,52;16;2;yes;0,26
Задняя крышка;Assembly_39;Part_00450;2;Milling;Фрезерный станок 2;2,44;24;2;yes;0,67
Задняя крышка;Assembly_39;Part_00450;3;Heat treatment;Печь термообработки 1;4,47;20;1;no;0,2
Задняя крышка;Assembly_39;Part_00450;4;Grinding;Шлифовальный станок 1;1,75;16;3;no;0,78
Задняя крышка;Assembly_4;Part_01167;1;Cutting;Ленточнопильный станок 1;1,06;16;2;no;0,53
Задняя крышка;Assembly_4;Part_01167;2;Milling;Фрезерный станок 1;4,01;16;1;no;1,44
Задняя крышка;Assembly_4;Part_01167;3;Drilling;Сверлильный станок 1;1,77;16;3;yes;1,1
Задняя крышка;Assembly_4;Part_01167;4;Grinding;Шлифовальный станок 1;1,67;16;3;no;0,78
Задняя крышка;Assembly_40;Part_00026;1;Casting;Литейная установка 1;2,23;;;;
Задняя крышка;Assembly_40;Part_00026;2;Milling;Фрезерный станок 1;4,26;16;1;no;1,44
Задняя крышка;Assembly_40;Part_00026;3;Drilling;Сверлильный станок 1;1,05;16;3;yes;1,1
Задняя крышка;Assembly_41;Part_00925;1;Cutting;Ленточнопильный станок 1;0,72;16;2;no;0,53
Задняя крышка;Assembly_41;Part_00925;2;Turning;Токарный станок 1;3,17;20;2;yes;0,49
Задняя крышка;Assembly_41;Part_00925;3;Heat treatment;Печь термообработки 1;6,67;20;1;no;0,2
Задняя крышка;Assembly_41;Part_00925;4;Grinding;Шлифовальный станок 1;2,93;16;3;no;0,78
Задняя крышка;Assembly_41;Part_00925;5;Polishing;Полировальный станок 1;1,26;24;2;yes;1,29
Задняя крышка;Assembly_42;Part_00132;1;Cutting;Ленточнопильный станок 2;0,54;16;2;yes;0,26
Задняя крышка;Assembly_42;Part_00132;2;Milling;Фрезерный станок 1;5,11;16;1;no;1,44
Задняя крышка;Assembly_42;Part_00132;3;Heat treatment;Печь термообработки 1;7,78;20;1;no;0,2
Задняя крышка;Assembly_42;Part_00132;4;Grinding;Шлифовальный станок 1;1,93;16;3;no;0,78
Задняя крышка;Assembly_44;Part_00242;1;Cutting;Ленточнопильный станок 2;1,11;16;2;yes;0,26
Задняя крышка;Assembly_44;Part_00242;2;Milling;Фрезерный станок 2;2,37;24;2;yes;0,67
Задняя крышка;Assembly_44;Part_00242;3;Drilling;Сверлильный станок 1;1,29;16;3;yes;1,1
Задняя крышка;Assembly_44;Part_00242;4;Grinding;Шлифовальный станок 1;1,38;16;3;no;0,78
Задняя крышка;Assembly_45;Part_00235;1;Cutting;Ленточнопильный станок 1;0,5;16;2;no;0,53
Задняя крышка;Assembly_45;Part_00235;2;Turning;Токарный станок 2;4,69;16;3;no;1,26
Задняя крышка;Assembly_45;Part_00235;3;Heat treatment;Печь термообработки 1;3,46;20;1;no;0,2
Задняя крышка;Assembly_45;Part_00235;4;Grinding;Шлифовальный станок 1;2,22;16;3;no;0,78
Задняя крышка;Assembly_45;Part_00235;5;Polishing;Полировальный станок 1;1,06;24;2;yes;1,29
Задняя крышка;Assembly_47;Part_00681;1;Casting;Литейная установка 1;2,15;;;;
Задняя крышка;Assembly_47;Part_00681;2;Milling;Фрезерный станок 1;3,99;16;1;no;1,44
Задняя крышка;Assembly_47;Part_00681;3;Drilling;Сверлильный станок 1;1,19;16;3;yes;1,1
Задняя крышка;Assembly_47;Part_00732;1;Cutting;Ленточнопильный станок 1;0,8;16;2;no;0,53
Задняя крышка;Assembly_47;Part_00732;2;Milling;Фрезерный станок 1;2,16;16;1;no;1,44
Задняя крышка;Assembly_47;Part_00732;3;Drilling;Сверлильный станок 1;1,4;16;3;yes;1,1
Задняя крышка;Assembly_47;Part_00732;4;Grinding;Шлифовальный станок 1;1,43;16;3;no;0,78
Задняя крышка;Assembly_49;Part_01062;1;Cutting;Ленточнопильный станок 2;1,26;16;2;yes;0,26
Задняя крышка;Assembly_49;Part_01062;2;Milling;Фрезерный станок 2;5,64;24;2;yes;0,67
Задняя крышка;Assembly_49;Part_01062;3;Heat treatment;Печь термообработки 1;3,19;20;1;no;0,2
Задняя крышка;Assembly_49;Part_01062;4;Grinding;Шлифовальный станок 1;1,81;16;3;no;0,78
Задняя крышка;Assembly_50;Part_00927;1;Cutting;Ленточнопильный станок 1;1,38;16;2;no;0,53
Задняя крышка;Assembly_50;Part_00927;2;Turning;Токарный станок 1;1,69;20;2;yes;0,49
Задняя крышка;Assembly_50;Part_00927;3;Heat treatment;Печь термообработки 1;6,59;20;1;no;0,2
Задняя крышка;Assembly_50;Part_00927;4;Grinding;Шлифовальный станок 1;2,33;16;3;no;0,78
Задняя крышка;Assembly_50;Part_00927;5;Polishing;Полировальный станок 1;0,72;24;2;yes;1,29
Задняя крышка;Assembly_53;Part_00967;1;Casting;Литейная установка 1;3,46;;;;
Задняя крышка;Assembly_53;Part_00967;2;Milling;Фрезерный станок 1;5,91;16;1;no;1,44
Задняя крышка;Assembly_53;Part_00967;3;Drilling;Сверлильный станок 1;1,34;16;3;yes;1,1
Задняя крышка;Assembly_54;Part_00304;1;Cutting;Ленточнопильный станок 1;0,97;16;2;no;0,53
Задняя крышка;Assembly_54;Part_00304;2;Milling;Фрезерный станок 1;3,86;16;1;no;1,44
Задняя крышка;Assembly_54;Part_00304;3;Drilling;Сверлильный станок 1;0,56;16;3;yes;1,1
Задняя крышка;Assembly_54;Part_00304;4;Grinding;Шлифовальный станок 1;1,22;16;3;no;0,78
Задняя крышка;Assembly_54;Part_00354;1;Casting;Литейная установка 1;3,97;;;;
Задняя крышка;Assembly_54;Part_00354;2;Milling;Фрезерный станок 2;4,05;24;2;yes;0,67
Задняя крышка;Assembly_54;Part_00354;3;Drilling;Сверлильный станок 1;1,24;16;3;yes;1,1
Задняя крышка;Assembly_54;Part_00580;1;Cutting;Ленточнопильный станок 2;0,7;16;2;yes;0,26
Задняя крышка;Assembly_54;Part_00580;2;Turning;Токарный станок 2;3,02;16;3;no;1,26
Задняя крышка;Assembly_54;Part_00580;3;Heat treatment;Печь термообработки 1;3,11;20;1;no;0,2
Задняя крышка;Assembly_54;Part_00580;4;Grinding;Шлифовальный станок 1;1,97;16;3;no;0,78
Задняя крышка;Assembly_54;Part_00580;5;Polishing;Полировальный станок 1;0,63;24;2;yes;1,29
Задняя крышка;Assembly_54;Part_01197;1;Cutting;Ленточнопильный станок 1;1,13;16;2;no;0,53
Задняя крышка;Assembly_54;Part_01197;2;Milling;Фрезерный станок 1;4,11;16;1;no;1,44
Задняя крышка;Assembly_54;Part_01197;3;Drilling;Сверлильный станок 1;0,88;16;3;yes;1,1
Задняя крышка;Assembly_54;Part_01197;4;Grinding;Шлифовальный станок 1;2,88;16;3;no;0,78
Задняя крышка;Assembly_55;Part_00141;1;Cutting;Ленточнопильный станок 2;1,13;16;2;yes;0,26
Задняя крышка;Assembly_55;Part_00141;2;Milling;Фрезерный станок 1;4,98;16;1;no;1,44
Задняя крышка;Assembly_55;Part_00141;3;Drilling;Сверлильный станок 1;0,68;16;3;yes;1,1
Задняя крышка;Assembly_55;Part_00141;4;Grinding;Шлифовальный станок 1;2,64;16;3;no;0,78
Задняя крышка;Assembly_7;Part_00883;1;Casting;Литейная установка 1;3,26;;;;
Задняя крышка;Assembly_7;Part_00883;2;Milling;Фрезерный станок 2;3,73;24;2;yes;0,67
Задняя крышка;Assembly_7;Part_00883;3;Drilling;Сверлильный станок 1;1,98;16;3;yes;1,1
Корпус;Assembly_10;Part_00099;1;Cutting;Ленточнопильный станок 2;1,27;16;2;yes;0,26
Корпус;Assembly_10;Part_00099;2;Milling;Фрезерный станок 1;3,6;16;1;no;1,44
Корпус;Assembly_10;Part_00099;3;Drilling;Сверлильный станок 1;1,75;16;3;yes;1,1
Корпус;Assembly_10;Part_00099;4;Grinding;Шлифовальный станок 1;1,86;16;3;no;0,78
Корпус;Assembly_11;Part_00861;1;Forging;Кузнечный пресс 1;3,3;;;;
Корпус;Assembly_11;Part_00861;2;Turning;Токарный станок 1;1,52;20;2;yes;0,49
Корпус;Assembly_11;Part_00861;3;Grinding;Шлифовальный станок 1;3;16;3;no;0,78
Корпус;Assembly_13;Part_00106;1;Cutting;Ленточнопильный станок 2;1,06;16;2;yes;0,26
Корпус;Assembly_13;Part_00106;2;Turning;Токарный станок 1;3,36;20;2;yes;0,49
Корпус;Assembly_13;Part_00106;3;Heat treatment;Печь термообработки 1;7,73;20;1;no;0,2
Корпус;Assembly_13;Part_00106;4;Grinding;Шлифовальный станок 1;1,56;16;3;no;0,78
Корпус;Assembly_13;Part_00106;5;Polishing;Полировальный станок 1;0,77;24;2;yes;1,29
Корпус;Assembly_13;Part_01110;1;Cutting;Ленточнопильный станок 1;1,02;16;2;no;0,53
Корпус;Assembly_13;Part_01110;2;Milling;Фрезерный станок 1;3,86;16;1;no;1,44
Корпус;Assembly_13;Part_01110;3;Drilling;Сверлильный станок 1;1,54;16;3;yes;1,1
Корпус;Assembly_13;Part_01110;4;Grinding;Шлифовальный станок 1;2,15;16;3;no;0,78
Корпус;Assembly_14;Part_00192;1;Cutting;Ленточнопильный станок 1;1,26;16;2;no;0,53
Корпус;Assembly_14;Part_00192;2;Milling;Фрезерный станок 1;5,09;16;1;no;1,44
Корпус;Assembly_14;Part_00192;3;Drilling;Сверлильный станок 1;0,75;16;3;yes;1,1
Корпус;Assembly_14;Part_00192;4;Grinding;Шлифовальный станок 1;1,37;16;3;no;0,78
Корпус;Assembly_14;Part_00222;1;Cutting;Ленточнопильный станок 1;0,66;16;2;no;0,53
Корпус;Assembly_14;Part_00222;2;Milling;Фрезерный станок 1;5,86;16;1;no;1,44
Корпус;Assembly_14;Part_00222;3;Heat treatment;Печь термообработки 1;3,6;20;1;no;0,2
Корпус;Assembly_14;Part_00222;4;Grinding;Шлифовальный станок 1;1,86;16;3;no;0,78
Корпус;Assembly_16;Part_00049;1;Casting;Литейная установка 1;4,25;;;;
Корпус;Assembly_16;Part_00049;2;Milling;Фрезерный станок 1;5,84;16;1;no;1,44
Корпус;Assembly_16;Part_00049;3;Drilling;Сверлильный станок 1;1,37;16;3;yes;1,1
Корпус;Assembly_17;Part_01301;1;Casting;Литейная установка 1;3,99;;;;
Корпус;Assembly_17;Part_01301;2;Milling;Фрезерный станок 1;3,52;16;1;no;1,44
Корпус;Assembly_17;Part_01301;3;Drilling;Сверлильный станок 1;1,31;16;3;yes;1,1
Корпус;Assembly_2;Part_00129;1;Cutting;Ленточнопильный станок 2;0,9;16;2;yes;0,26
Корпус;Assembly_2;Part_00129;2;Milling;Фрезерный станок 1;4,15;16;1;no;1,44
Корпус;Assembly_2;Part_00129;3;Drilling;Сверлильный станок 1;1,99;16;3;yes;1,1
Корпус;Assembly_2;Part_00129;4;Grinding;Шлифовальный станок 1;2,96;16;3;no;0,78
Корпус;Assembly_20;Part_00165;1;Casting;Литейная установка 1;3,81;;;;
Корпус;Assembly_20;Part_00165;2;Milling;Фрезерный станок 1;5,13;16;1;no;1,44
Корпус;Assembly_20;Part_00165;3;Drilling;Сверлильный станок 1;1,84;16;3;yes;1,1
Корпус;Assembly_21;Part_00910;1;Cutting;Ленточнопильный станок 2;1,08;16;2;yes;0,26
Корпус;Assembly_21;Part_00910;2;Turning;Токарный станок 2;1,76;16;3;no;1,26
Корпус;Assembly_21;Part_00910;3;Heat treatment;Печь термообработки 1;7,07;20;1;no;0,2
Корпус;Assembly_21;Part_00910;4;Grinding;Шлифовальный станок 1;2,16;16;3;no;0,78
Корпус;Assembly_21;Part_00910;5;Polishing;Полировальный станок 1;1,49;24;2;yes;1,29
Корпус;Assembly_22;Part_00637;1;Forging;Кузнечный пресс 1;3,68;;;;
Корпус;Assembly_22;Part_00637;2;Turning;Токарный станок 1;4,78;20;2;yes;0,49
Корпус;Assembly_22;Part_00637;3;Grinding;Шлифовальный станок 1;2,49;16;3;no;0,78
Корпус;Assembly_28;Part_00294;1;Cutting;Ленточнопильный станок 2;1,43;16;2;yes;0,26
Корпус;Assembly_28;Part_00294;2;Milling;Фрезерный станок 2;2,32;24;2;yes;0,67
Корпус;Assembly_28;Part_00294;3;Heat treatment;Печь термообработки 1;6,88;20;1;no;0,2
Корпус;Assembly_28;Part_00294;4;Grinding;Шлифовальный станок 1;2,9;16;3;no;0,78
Корпус;Assembly_29;Part_00875;1;Cutting;Ленточнопильный станок 2;1,34;16;2;yes;0,26
Корпус;Assembly_29;Part_00875;2;Milling;Фрезерный станок 1;5,66;16;1;no;1,44
Корпус;Assembly_29;Part_00875;3;Heat treatment;Печь термообработки 1;6,77;20;1;no;0,2
Корпус;Assembly_29;Part_00875;4;Grinding;Шлифовальный станок 1;2,42;16;3;no;0,78
Корпус;Assembly_3;Part_00013;1;Cutting;Ленточнопильный станок 1;0,58;16;2;no;0,53
Корпус;Assembly_3;Part_00013;2;Milling;Фрезерный станок 1;3,81;16;1;no;1,44
Корпус;Assembly_3;Part_00013;3;Heat treatment;Печь термообработки 1;4,25;20;1;no;0,2
Корпус;Assembly_3;Part_00013;4;Grinding;Шлифовальный станок 1;2,59;16;3;no;0,78
Корпус;Assembly_31;Part_00116;1;Cutting;Ленточнопильный станок 1;0,9;16;2;no;0,53
Корпус;Assembly_31;Part_00116;2;Milling;Фрезерный станок 1;4,98;16;1;no;1,44
Корпус;Assembly_31;Part_00116;3;Heat treatment;Печь термообработки 1;6,27;20;1;no;0,2
Корпус;Assembly_31;Part_00116;4;Grinding;Шлифовальный станок 1;2,09;16;3;no;0,78
Корпус;Assembly_31;Part_01208;1;Forging;Кузнечный пресс 1;3,99;;;;
Корпус;Assembly_31;Part_01208;2;Turning;Токарный станок 1;2,28;20;2;yes;0,49
Корпус;Assembly_31;Part_01208;3;Grinding;Шлифовальный станок 1;2,26;16;3;no;0,78
Корпус;Assembly_35;Part_00506;1;Cutting;Ленточнопильный станок 1;1;16;2;no;0,53
Корпус;Assembly_35;Part_00506;2;Turning;Токарный станок 2;2;16;3;no;1,26
Корпус;Assembly_35;Part_00506;3;Heat treatment;Печь термообработки 1;5;20;1;no;0,2
Корпус;Assembly_35;Part_00506;4;Grinding;Шлифовальный станок 1;2,67;16;3;no;0,78
Корпус;Assembly_35;Part_00506;5;Polishing;Полировальный станок 1;1,09;24;2;yes;1,29
Корпус;Assembly_35;Part_00774;1;Cutting;Ленточнопильный станок 1;1,22;16;2;no;0,53
Корпус;Assembly_35;Part_00774;2;Milling;Фрезерный станок 2;5,5;24;2;yes;0,67
Корпус;Assembly_35;Part_00774;3;Heat treatment;Печь термообработки 1;7,98;20;1;no;0,2
Корпус;Assembly_35;Part_00774;4;Grinding;Шлифовальный станок 1;2,3;16;3;no;0,78
Корпус;Assembly_37;Part_00135;1;Cutting;Ленточнопильный станок 2;1,34;16;2;yes;0,26
Корпус;Assembly_37;Part_00135;2;Turning;Токарный станок 1;4,06;20;2;yes;0,49
Корпус;Assembly_37;Part_00135;3;Heat treatment;Печь термообработки 1;7,64;20;1;no;0,2
Корпус;Assembly_37;Part_00135;4;Grinding;Шлифовальный станок 1;1,51;16;3;no;0,78
Корпус;Assembly_37;Part_00135;5;Polishing;Полировальный станок 1;0,88;24;2;yes;1,29
Корпус;Assembly_37;Part_00826;1;Casting;Литейная установка 1;3,73;;;;
Корпус;Assembly_37;Part_00826;2;Milling;Фрезерный станок 2;2,97;24;2;yes;0,67
Корпус;Assembly_37;Part_00826;3;Drilling;Сверлильный станок 1;1,48;16;3;yes;1,1
Корпус;Assembly_40;Part_00140;1;Forging;Кузнечный пресс 1;2,1;;;;
Корпус;Assembly_40;Part_00140;2;Turning;Токарный станок 2;2,06;16;3;no;1,26
Корпус;Assembly_40;Part_00140;3;Grinding;Шлифовальный станок 1;2,91;16;3;no;0,78
Корпус;Assembly_41;Part_00380;1;Cutting;Ленточнопильный станок 1;1,44;16;2;no;0,53
Корпус;Assembly_41;Part_00380;2;Milling;Фрезерный станок 2;4,28;24;2;yes;0,67
Корпус;Assembly_41;Part_00380;3;Drilling;Сверлильный станок 1;1,9;16;3;yes;1,1
Корпус;Assembly_41;Part_00380;4;Grinding;Шлифовальный станок 1;1,11;16;3;no;0,78
Корпус;Assembly_41;Part_00711;1;Forging;Кузнечный пресс 1;3,45;;;;
Корпус;Assembly_41;Part_00711;2;Turning;Токарный станок 1;2,25;20;2;yes;0,49
Корпус;Assembly_41;Part_00711;3;Grinding;Шлифовальный станок 1;1,43;16;3;no;0,78
Корпус;Assembly_42;Part_00834;1;Cutting;Ленточнопильный станок 1;0,65;16;2;no;0,53
Корпус;Assembly_42;Part_00834;2;Turning;Токарный станок 1;3,67;20;2;yes;0,49
Корпус;Assembly_42;Part_00834;3;Heat treatment;Печь термообработки 1;7,62;20;1;no;0,2
Корпус;Assembly_42;Part_00834;4;Grinding;Шлифовальный станок 1;1,34;16;3;no;0,78
Корпус;Assembly_42;Part_00834;5;Polishing;Полировальный станок 1;0,85;24;2;yes;1,29
Корпус;Assembly_44;Part_00395;1;Forging;Кузнечный пресс 1;2,57;;;;
Корпус;Assembly_44;Part_00395;2;Turning;Токарный станок 2;1,73;16;3;no;1,26
Корпус;Assembly_44;Part_00395;3;Grinding;Шлифовальный станок 1;1,9;16;3;no;0,78
Корпус;Assembly_49;Part_00154;1;Cutting;Ленточнопильный станок 2;1,05;16;2;yes;0,26
Корпус;Assembly_49;Part_00154;2;Turning;Токарный станок 1;1,76;20;2;yes;0,49
Корпус;Assembly_49;Part_00154;3;Heat treatment;Печь термообработки 1;7,52;20;1;no;0,2
Корпус;Assembly_49;Part_00154;4;Grinding;Шлифовальный станок 1;1,83;16;3;no;0,78
Корпус;Assembly_49;Part_00154;5;Polishing;Полировальный станок 1;0,78;24;2;yes;1,29
Корпус;Assembly_49;Part_00167;1;Cutting;Ленточнопильный станок 1;0,81;16;2;no;0,53
Корпус;Assembly_49;Part_00167;2;Milling;Фрезерный станок 1;3,3;16;1;no;1,44
Корпус;Assembly_49;Part_00167;3;Drilling;Сверлильный станок 1;1,38;16;3;yes;1,1
Корпус;Assembly_49;Part_00167;4;Grinding;Шлифовальный станок 1;1,42;16;3;no;0,78
Корпус;Assembly_49;Part_00254;1;Forging;Кузнечный пресс 1;2,57;;;;
Корпус;Assembly_49;Part_00254;2;Turning;Токарный станок 1;2,92;20;2;yes;0,49
Корпус;Assembly_49;Part_00254;3;Grinding;Шлифовальный станок 1;1,06;16;3;no;0,78
Корпус;Assembly_49;Part_00310;1;Casting;Литейная установка 1;2,99;;;;
Корпус;Assembly_49;Part_00310;2;Milling;Фрезерный станок 1;4,23;16;1;no;1,44
Корпус;Assembly_49;Part_00310;3;Drilling;Сверлильный станок 1;0,85;16;3;yes;1,1
Корпус;Assembly_5;Part_00589;1;Cutting;Ленточнопильный станок 2;0,74;16;2;yes;0,26
Корпус;Assembly_5;Part_00589;2;Turning;Токарный станок 1;2,42;20;2;yes;0,49
Корпус;Assembly_5;Part_00589;3;Heat treatment;Печь термообработки 1;6,18;20;1;no;0,2
Корпус;Assembly_5;Part_00589;4;Grinding;Шлифовальный станок 1;1,11;16;3;no;0,78
Корпус;Assembly_5;Part_00589;5;Polishing;Полировальный станок 1;0,63;24;2;yes;1,29
Корпус;Assembly_53;Part_01232;1;Casting;Литейная установка 1;3,39;;;;
Корпус;Assembly_53;Part_01232;2;Milling;Фрезерный станок 2;4,49;24;2;yes;0,67
Корпус;Assembly_53;Part_01232;3;Drilling;Сверлильный станок 1;0,94;16;3;yes;1,1
Корпус;Assembly_53;Part_01263;1;Cutting;Ленточнопильный станок 2;1,38;16;2;yes;0,26
Корпус;Assembly_53;Part_01263;2;Milling;Фрезерный станок 2;3,44;24;2;yes;0,67
Корпус;Assembly_53;Part_01263;3;Heat treatment;Печь термообработки 1;7,9;20;1;no;0,2
Корпус;Assembly_53;Part_01263;4;Grinding;Шлифовальный станок 1;1,58;16;3;no;0,78
Корпус;Assembly_54;Part_01302;1;Cutting;Ленточнопильный станок 1;1,06;16;2;no;0,53
Корпус;Assembly_54;Part_01302;2;Turning;Токарный станок 2;4,67;16;3;no;1,26
Корпус;Assembly_54;Part_01302;3;Heat treatment;Печь термообработки 1;7,41;20;1;no;0,2
Корпус;Assembly_54;Part_01302;4;Grinding;Шлифовальный станок 1;1,3;16;3;no;0,78
Корпус;Assembly_54;Part_01302;5;Polishing;Полировальный станок 1;1,13;24;2;yes;1,29
Корпус;Assembly_55;Part_01176;1;Casting;Литейная установка 1;3,96;;;;
Корпус;Assembly_55;Part_01176;2;Milling;Фрезерный станок 2;2,84;24;2;yes;0,67
Корпус;Assembly_55;Part_01176;3;Drilling;Сверлильный станок 1;1,03;16;3;yes;1,1
Корпус;Assembly_55;Part_01300;1;Cutting;Ленточнопильный станок 2;0,94;16;2;yes;0,26
Корпус;Assembly_55;Part_01300;2;Milling;Фрезерный станок 2;3,54;24;2;yes;0,67
